,pretty_formula,band_gap,comp,eneg_diff,atom_frac,molec_weight,group_num
546,CdTe,0.0,Cd1 Te1,0.41000000000000014,0.5,240.011,12
547,CaTe,1.6323000000000003,Ca1 Te1,1.1,0.5,167.678,2
548,Ba3Te,0.0,Ba3 Te1,0.5699999999999998,0.75,539.581,2
549,BeTe,2.2113000000000005,Be1 Te1,0.53,0.5,136.612182,2
550,CdTe,0.0,Cd1 Te1,0.41000000000000014,0.5,240.011,12
551,CdTe,0.0,Cd1 Te1,0.41000000000000014,0.5,240.011,12
552,MgTe,2.3619999999999997,Mg1 Te1,0.79,0.5,151.905,2
553,CdTe,0.0,Cd1 Te1,0.41000000000000014,0.5,240.011,12
554,Ba3Te,0.0,Ba3 Te1,0.5699999999999998,0.75,539.581,2
555,CdTe,0.6185999999999998,Cd1 Te1,0.41000000000000014,0.5,240.011,12
556,BaTe,1.7263000000000002,Ba1 Te1,1.21,0.5,264.927,2
557,RbF3,1.0560999999999998,Rb1 F3,11.12,0.25,142.4630096,1
558,CsF,5.938,Cs1 F1,3.19,0.5,151.9038551,1
559,CsF,5.281,Cs1 F1,3.19,0.5,151.9038551,1
560,RbF,5.6523,Rb1 F1,3.16,0.5,104.4662032,1
561,KF2,1.4746999999999995,K1 F2,7.14,0.3333333333333333,77.09510639999999,1
562,KF3,0.11140000000000017,K1 F3,11.12,0.25,96.0935096,1
563,RbF2,1.4626000000000006,Rb1 F2,7.14,0.3333333333333333,123.4646064,1
564,RbF3,0.0,Rb1 F3,11.12,0.25,142.4630096,1
565,LiF,8.7195,Li1 F1,3.0,0.5,25.939403199999997,1
566,HF,6.7187,H1 F1,1.7799999999999998,0.5,20.0063432,1
567,KF,6.0694,K1 F1,3.16,0.5,58.0967032,1
568,NaF,6.0951,Na1 F1,3.05,0.5,41.98817248,1
569,H3F2,7.9086,H3 F2,1.3599999999999994,0.6,41.0206264,1
570,RbF,6.2488,Rb1 F1,3.16,0.5,104.4662032,1
571,KF,6.641,K1 F1,3.16,0.5,58.0967032,1
572,NaF3,0.0,Na1 F3,11.01,0.25,79.98497888,1
573,RbF3,2.153,Rb1 F3,11.12,0.25,142.4630096,1
574,RbF3,2.1149,Rb1 F3,11.12,0.25,142.4630096,1
575,RbF3,0.0,Rb1 F3,11.12,0.25,142.4630096,1
576,LiF,7.4777000000000005,Li1 F1,3.0,0.5,25.939403199999997,1
577,KF5,0.0,K1 F5,19.08,0.16666666666666666,134.090316,1
578,LiF,7.519500000000001,Li1 F1,3.0,0.5,25.939403199999997,1
579,LiF3,0.0,Li1 F3,10.959999999999999,0.25,63.9362096,1
580,NaCl3,0.0,Na1 Cl3,8.55,0.25,129.34876928,1
581,Na2Cl,0.0,Na2 Cl1,1.3,0.6666666666666666,81.43253856000001,1
582,Na2Cl,0.0,Na2 Cl1,1.3,0.6666666666666666,81.43253856000001,1
583,HCl,5.9709,H1 Cl1,0.96,0.5,36.46094,1
584,Na2Cl,0.0,Na2 Cl1,1.3,0.6666666666666666,81.43253856000001,1
585,Na3Cl2,0.0,Na3 Cl2,3.5300000000000002,0.6,139.87530784,1
586,NaCl,5.145099999999999,Na1 Cl1,2.23,0.5,58.44276928000001,1
587,NaCl3,2.7103,Na1 Cl3,8.55,0.25,129.34876928,1
588,HCl,5.1812000000000005,H1 Cl1,0.96,0.5,36.46094,1
589,RbCl,4.7979,Rb1 Cl1,2.3400000000000003,0.5,120.9208,1
590,RbCl,5.0161999999999995,Rb1 Cl1,2.3400000000000003,0.5,120.9208,1
591,HCl,2.9455,H1 Cl1,0.96,0.5,36.46094,1
592,LiCl,6.3951,Li1 Cl1,2.18,0.5,42.394000000000005,1
593,HCl,0.0,H1 Cl1,0.96,0.5,36.46094,1
594,NaCl,4.4543,Na1 Cl1,2.23,0.5,58.44276928000001,1
595,CsCl,5.0172,Cs1 Cl1,2.37,0.5,168.3584519,1
596,NaCl7,0.5193000000000001,Na1 Cl7,21.19,0.125,271.16076928,1
597,LiCl,5.9266,Li1 Cl1,2.18,0.5,42.394000000000005,1
598,Na3Cl,0.0,Na3 Cl1,0.3700000000000001,0.75,104.42230784,1
599,Na3Cl2,0.0,Na3 Cl2,3.5300000000000002,0.6,139.87530784,1
600,KCl3,0.0,K1 Cl3,8.66,0.25,145.4573,1
601,KCl,4.8217,K1 Cl1,2.3400000000000003,0.5,74.5513,1
602,CsCl,5.4829,Cs1 Cl1,2.37,0.5,168.3584519,1
603,KCl,5.0448,K1 Cl1,2.3400000000000003,0.5,74.5513,1
604,Na2Cl,0.0,Na2 Cl1,1.3,0.6666666666666666,81.43253856000001,1
605,LiBr,4.9350000000000005,Li1 Br1,1.98,0.5,86.845,1
606,LiBr,5.09,Li1 Br1,1.98,0.5,86.845,1
607,HBr,4.944599999999999,H1 Br1,0.7599999999999998,0.5,80.91194,1
608,HBr,4.9181,H1 Br1,0.7599999999999998,0.5,80.91194,1
609,HBr,1.4995,H1 Br1,0.7599999999999998,0.5,80.91194,1
610,NaBr,4.0895,Na1 Br1,2.03,0.5,102.89376928,1
611,RbBr3,0.0,Rb1 Br3,8.059999999999999,0.25,325.1798,1
612,KBr,3.9019,K1 Br1,2.14,0.5,119.00229999999999,1
613,KBr,4.5151,K1 Br1,2.14,0.5,119.00229999999999,1
614,CsBr,4.4247,Cs1 Br1,2.17,0.5,212.8094519,1
615,RbBr,4.3724,Rb1 Br1,2.14,0.5,165.3718,1
616,KBr3,0.0,K1 Br3,8.059999999999999,0.25,278.8103,1
617,RbBr,4.5276,Rb1 Br1,2.14,0.5,165.3718,1
618,HBr,0.0,H1 Br1,0.7599999999999998,0.5,80.91194,1
619,CsBr3,2.3245,Cs1 Br3,8.09,0.25,372.6174519,1
620,CsBr,4.7786,Cs1 Br1,2.17,0.5,212.8094519,1
621,RbI,3.9656,Rb1 I1,1.8400000000000003,0.5,212.37227000000001,1
622,CsI,4.2301,Cs1 I1,1.87,0.5,259.8099219,1
623,HI3,1.2837,H1 I3,5.78,0.25,381.72135000000003,1
624,KI,3.9111,K1 I1,1.8400000000000003,0.5,166.00277,1
625,CsI,3.8345000000000002,Cs1 I1,1.87,0.5,259.8099219,1
626,RbI3,1.9641000000000002,Rb1 I3,7.16,0.25,466.18121,1
627,CsI,3.8556,Cs1 I1,1.87,0.5,259.8099219,1
628,LiI,4.2402999999999995,Li1 I1,1.6800000000000002,0.5,133.84547,1
629,CsI3,2.0157000000000003,Cs1 I3,7.19,0.25,513.6188619,1
630,NaI,3.5692000000000004,Na1 I1,1.73,0.5,149.89423928,1
631,CsI4,1.7847,Cs1 I4,9.850000000000001,0.2,640.5233319,1
632,LiI,4.2404,Li1 I1,1.6800000000000002,0.5,133.84547,1
633,CsI,3.1243,Cs1 I1,1.87,0.5,259.8099219,1
634,KI,3.7452,K1 I1,1.8400000000000003,0.5,166.00277,1
635,HI,4.084899999999999,H1 I1,0.45999999999999996,0.5,127.91241000000001,1
636,Cs3I,0.0,Cs3 I1,0.29000000000000004,0.75,525.6208257000001,1
637,RbI,3.9541000000000004,Rb1 I1,1.8400000000000003,0.5,212.37227000000001,1
638,LiI,4.381,Li1 I1,1.6800000000000002,0.5,133.84547,1
639,KI,4.0433,K1 I1,1.8400000000000003,0.5,166.00277,1
640,NaI,3.08,Na1 I1,1.73,0.5,149.89423928,1
641,PbS,2.0794,Pb1 S1,0.25,0.5,239.265,14
642,Sn3S,0.0,Sn3 S1,3.3,0.75,388.195,14
643,GeS,0.7596000000000007,Ge1 S1,0.5700000000000003,0.5,104.705,14
644,SnS,0.9549000000000003,Sn1 S1,0.6200000000000001,0.5,150.77499999999998,14
645,SnS,1.2008,Sn1 S1,0.6200000000000001,0.5,150.77499999999998,14
646,PbS2,0.8069999999999995,Pb1 S2,2.83,0.3333333333333333,271.33,14
647,Sn3S7,0.0,Sn3 S7,12.180000000000003,0.3,580.585,14
648,PbS,1.2407999999999997,Pb1 S1,0.25,0.5,239.265,14
649,PbS,1.2720000000000002,Pb1 S1,0.25,0.5,239.265,14
650,PbS,1.2330999999999999,Pb1 S1,0.25,0.5,239.265,14
651,SnS,0.7974999999999994,Sn1 S1,0.6200000000000001,0.5,150.77499999999998,14
652,PbS,0.7624999999999997,Pb1 S1,0.25,0.5,239.265,14
653,PbS,2.2577,Pb1 S1,0.25,0.5,239.265,14
654,GeS2,2.2648,Ge1 S2,3.1500000000000004,0.3333333333333333,136.76999999999998,14
655,GeS2,2.1396,Ge1 S2,3.1500000000000004,0.3333333333333333,136.76999999999998,14
656,SnS2,1.4909999999999997,Sn1 S2,3.2,0.3333333333333333,182.83999999999997,14
657,PbS2,0.4464999999999999,Pb1 S2,2.83,0.3333333333333333,271.33,14
658,PbS,1.5580999999999996,Pb1 S1,0.25,0.5,239.265,14
659,PbS,0.7835000000000001,Pb1 S1,0.25,0.5,239.265,14
660,PbS,2.0879,Pb1 S1,0.25,0.5,239.265,14
661,SnS2,1.8791000000000002,Sn1 S2,3.2,0.3333333333333333,182.83999999999997,14
662,SnS2,1.3437000000000006,Sn1 S2,3.2,0.3333333333333333,182.83999999999997,14
663,Sn2S3,0.8572000000000006,Sn2 S3,3.8200000000000003,0.4,333.615,14
664,SnS,0.23709999999999987,Sn1 S1,0.6200000000000001,0.5,150.77499999999998,14
665,PbS,1.0371999999999995,Pb1 S1,0.25,0.5,239.265,14
666,Sn3S7,0.0,Sn3 S7,12.180000000000003,0.3,580.585,14
667,GeS2,2.2569,Ge1 S2,3.1500000000000004,0.3333333333333333,136.76999999999998,14
668,PbS,0.9925999999999995,Pb1 S1,0.25,0.5,239.265,14
669,PbS,0.7417999999999996,Pb1 S1,0.25,0.5,239.265,14
670,GeS,1.237,Ge1 S1,0.5700000000000003,0.5,104.705,14
671,SnS,1.1111000000000004,Sn1 S1,0.6200000000000001,0.5,150.77499999999998,14
672,SnS,1.4941,Sn1 S1,0.6200000000000001,0.5,150.77499999999998,14
673,SnS,1.6279000000000001,Sn1 S1,0.6200000000000001,0.5,150.77499999999998,14
674,SnS2,1.5615,Sn1 S2,3.2,0.3333333333333333,182.83999999999997,14
675,PbS,2.0532,Pb1 S1,0.25,0.5,239.265,14
676,Pb3S,0.0,Pb3 S1,4.41,0.75,653.665,14
677,SnS,1.5319,Sn1 S1,0.6200000000000001,0.5,150.77499999999998,14
678,PbS,2.2622,Pb1 S1,0.25,0.5,239.265,14
679,PbS,0.03249999999999975,Pb1 S1,0.25,0.5,239.265,14
680,PbS,0.7440999999999995,Pb1 S1,0.25,0.5,239.265,14
681,GeS2,1.604,Ge1 S2,3.1500000000000004,0.3333333333333333,136.76999999999998,14
682,GeS2,2.2271,Ge1 S2,3.1500000000000004,0.3333333333333333,136.76999999999998,14
683,GeS2,2.5989999999999998,Ge1 S2,3.1500000000000004,0.3333333333333333,136.76999999999998,14
684,PbS,0.0,Pb1 S1,0.25,0.5,239.265,14
685,PbS,0.0,Pb1 S1,0.25,0.5,239.265,14
686,PbS,1.9001000000000001,Pb1 S1,0.25,0.5,239.265,14
687,SnSe,0.6097999999999999,Sn1 Se1,0.5899999999999999,0.5,197.67,14
688,PbSe2,0.0,Pb1 Se2,2.7699999999999996,0.3333333333333333,365.12,14
689,SnSe,1.3338,Sn1 Se1,0.5899999999999999,0.5,197.67,14
690,SnSe,1.6171,Sn1 Se1,0.5899999999999999,0.5,197.67,14
691,SnSe2,0.8000000000000003,Sn1 Se2,3.1399999999999997,0.3333333333333333,276.63,14
692,SnSe,0.0,Sn1 Se1,0.5899999999999999,0.5,197.67,14
693,PbSe,0.9241000000000001,Pb1 Se1,0.21999999999999975,0.5,286.15999999999997,14
694,GeSe2,1.4382000000000001,Ge1 Se2,3.09,0.3333333333333333,230.56,14
695,GeSe,0.4400999999999997,Ge1 Se1,0.54,0.5,151.6,14
696,PbSe,1.3139,Pb1 Se1,0.21999999999999975,0.5,286.15999999999997,14
697,PbSe,1.6543,Pb1 Se1,0.21999999999999975,0.5,286.15999999999997,14
698,SnSe,0.5120999999999998,Sn1 Se1,0.5899999999999999,0.5,197.67,14
699,Sn3Se,0.0,Sn3 Se1,3.33,0.75,435.09,14
700,GeSe,0.8969,Ge1 Se1,0.54,0.5,151.6,14
701,PbSe,0.0,Pb1 Se1,0.21999999999999975,0.5,286.15999999999997,14
702,GeSe2,1.6631,Ge1 Se2,3.09,0.3333333333333333,230.56,14
703,Ge4Se9,1.2215,Ge4 Se9,14.91,0.3076923076923077,1001.2,14
704,SnSe,0.0,Sn1 Se1,0.5899999999999999,0.5,197.67,14
705,PbSe,0.9081000000000001,Pb1 Se1,0.21999999999999975,0.5,286.15999999999997,14
706,Sn3Se,0.0,Sn3 Se1,3.33,0.75,435.09,14
707,SnSe,0.8203000000000005,Sn1 Se1,0.5899999999999999,0.5,197.67,14
708,SnSe,0.30630000000000024,Sn1 Se1,0.5899999999999999,0.5,197.67,14
709,TePb,0.0,Te1 Pb1,0.22999999999999998,0.5,334.79999999999995,16
710,GeTe,2.2036000000000002,Ge1 Te1,0.0900000000000003,0.5,200.24,14
711,TePb,1.0581999999999994,Te1 Pb1,0.22999999999999998,0.5,334.79999999999995,16
712,GeTe,0.0,Ge1 Te1,0.0900000000000003,0.5,200.24,14
713,Sn3Te,0.0,Sn3 Te1,3.78,0.75,483.73,14
714,TePb3,0.0,Te1 Pb3,4.890000000000001,0.25,749.1999999999999,16
715,GeTe,0.6197999999999997,Ge1 Te1,0.0900000000000003,0.5,200.24,14
716,TePb3,0.0,Te1 Pb3,4.890000000000001,0.25,749.1999999999999,16
717,SnTe3,0.0,Sn1 Te3,4.340000000000001,0.25,501.50999999999993,14
718,TePb,1.4257,Te1 Pb1,0.22999999999999998,0.5,334.79999999999995,16
719,SnTe,0.6623999999999999,Sn1 Te1,0.14000000000000012,0.5,246.31,14
720,Ge3Te,0.0,Ge3 Te1,3.9299999999999993,0.75,345.52,14
721,Sn3Te,0.0,Sn3 Te1,3.78,0.75,483.73,14
722,GeTe,0.2008000000000001,Ge1 Te1,0.0900000000000003,0.5,200.24,14
723,TePb,0.7254000000000005,Te1 Pb1,0.22999999999999998,0.5,334.79999999999995,16
724,GeTe,0.8215000000000003,Ge1 Te1,0.0900000000000003,0.5,200.24,14
725,SnTe,0.0,Sn1 Te1,0.14000000000000012,0.5,246.31,14
726,GeTe,0.9104999999999999,Ge1 Te1,0.0900000000000003,0.5,200.24,14
727,GeTe,0.0,Ge1 Te1,0.0900000000000003,0.5,200.24,14
728,SnTe,0.18179999999999996,Sn1 Te1,0.14000000000000012,0.5,246.31,14
